Geneid	gene_name	log2fc	p.value	fdr	significant
ENSG00000196236	XPNPEP3	-1.0693421666623264	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000197020	ZNF100	-0.9989097603750606	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000197599	CCDC154	1.8987183214959191	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000197647	ZNF433	-1.6163012589508823	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000198363	ASPH	-1.6616327192743543	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000204501	PRAMEF9	-1.1275454932508016	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000205057	CLLU1OS	2.7323097773907814	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000213973	ZNF99	-1.0516395269326404	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000228300	C19orf24	-1.5468290148516948	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000255181	CCDC166	-0.8087087635985141	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000255730	CTC-435M10.3	-2.266249746609551	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000278318	NA	-0.9372444265319669	0.05298326588892235	0.11956480103477421	non-significant
ENSG00000132517	SLC52A1	1.324173391172022	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000164975	SNAPC3	-1.6637430190108227	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000165030	NFIL3	-0.7803469955775344	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000184661	CDCA2	2.495270179776963	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000186174	BCL9L	-1.0665349131255037	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000198795	ZNF521	-0.9096700454574567	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000204822	MRPL53	-0.7698528776483242	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000244754	N4BP2L2	1.4991251109916042	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000260170	RP11-96O20.4	1.5291683259318176	0.054135536025304236	0.12203223766583622	non-significant
ENSG00000011523	CEP68	-0.9237252340009174	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000059573	ALDH18A1	1.5088609227302672	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000059691	PET112	-0.8141332770048719	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000073734	ABCB11	-0.7703324475513897	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000077092	RARB	1.3485084010389476	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000077238	IL4R	-1.1757815789803512	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000081818	PCDHB4	2.154422706848898	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000084234	APLP2	2.851298915716797	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000101846	STS	1.2529974695205905	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000107736	CDH23	-1.4751113949827273	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000113889	KNG1	-1.2241757745747792	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000114054	PCCB	-1.6724043171369747	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000114739	ACVR2B	-0.5699198153271724	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000116679	IVNS1ABP	-0.7620284701722435	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000118557	PMFBP1	-0.7917640631640264	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000118680	MYL12B	-2.1934195781367416	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000118785	SPP1	-1.9580643886938538	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000119723	COQ6	-1.0871653924853721	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000120549	KIAA1217	-0.7507084149962532	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000123892	RAB38	-2.123991069636797	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000125508	SRMS	-2.8471090650027393	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000125534	PPDPF	-1.4719489900549294	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000128833	MYO5C	-1.6939696264216395	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000128965	CHAC1	-0.9982898408750155	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000132481	TRIM47	1.7553351254936695	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000132570	PCBD2	1.3627483693932347	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000136371	MTHFS	-0.8923929078111341	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000136826	KLF4	-1.2054423524427582	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000138107	ACTR1A	-0.9711942952085025	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000138688	KIAA1109	-0.8807774709276901	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000140470	ADAMTS17	1.9624661005628639	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000144619	CNTN4	1.3899783738822635	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000144792	ZNF660	-0.9177744953468944	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000144857	BOC	1.728670612302286	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000147548	WHSC1L1	2.8144161688456526	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000147642	SYBU	1.316957916549601	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000149124	GLYAT	-1.2476736822870742	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000151743	AMN1	-1.4855646492725034	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000152219	ARL14EP	-0.9785708483277056	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000155099	TMEM55A	-2.196018718041194	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000157423	HYDIN	-1.0969962325246518	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000157657	ZNF618	-1.1425469063354425	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000158457	TSPAN33	-1.0845350670253888	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000159753	RLTPR	-1.180336695822022	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000160194	NDUFV3	1.9866530133639115	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000160683	CXCR5	-1.1402541917761186	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000163873	GRIK3	-1.5213779624984696	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000164040	PGRMC2	-1.0653928515109585	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000164841	TMEM74	-1.4135824934114951	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000166167	BTRC	-2.8092759063191193	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000166228	PCBD1	2.3320715108049823	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000166819	PLIN1	-1.223196872268861	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000168032	ENTPD3	-1.7256605387122494	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000168386	FILIP1L	-0.7115679271710171	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000169752	NRG4	-0.9368031980152633	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000170340	B3GNT2	1.7290817328947716	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000170631	ZNF16	-0.7963755463636766	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000171236	LRG1	-1.8168943345819462	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000172238	ATOH1	-0.7591474324561104	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000172354	GNB2	2.9075316203717705	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000173705	SUSD5	-1.7399269155440673	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000175416	CLTB	-1.6403860096861467	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000175826	CTDNEP1	-0.6713628175985044	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000175931	UBE2O	-0.7763507376595922	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000177034	MTX3	-0.5126861506451884	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000178700	DHFRL1	-1.073005609907743	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000178951	ZBTB7A	-1.5052547497501272	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000179363	TMEM31	2.3732175261140007	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000180071	ANKRD18A	-1.9130565032657973	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000180353	HCLS1	-0.7722141971185105	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000181026	AEN	-1.3210338853771195	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000182667	NTM	-0.6116465082042075	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000184005	ST6GALNAC3	-1.0183072045510508	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000184574	LPAR5	-1.0874845388434087	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000188021	UBQLN2	-1.636396268084564	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000197324	LRP10	-0.5457581785930619	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000197780	TAF13	-1.871608691433662	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000204965	PCDHA5	-2.438945500400158	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000206422	LRRC30	-0.6235682089711989	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000263002	ZNF234	-0.8493011285001617	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000276023	NA	-1.9991510457253758	0.05530898315558405	0.12346913229443496	non-significant
ENSG00000125447	GGA3	-0.8924160140301476	0.05650320977465503	0.12610489090616192	non-significant
ENSG00000267360	CTC-454I21.3	-0.977678138985072	0.05650320977465503	0.12610489090616192	non-significant
ENSG00000033050	ABCF2	-0.7209823461420081	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000079432	CIC	-0.7499492211709159	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000081041	CXCL2	-1.5687260725721557	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000096717	SIRT1	-1.127572310448285	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000097033	SH3GLB1	-0.6588496004533756	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000102243	VGLL1	-1.4436662268645362	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000103266	STUB1	0.6632979726643516	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000103485	QPRT	-0.6380802627870882	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000109089	CDR2L	-1.5613390631942319	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000115310	RTN4	-0.8367195446918883	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000117114	LPHN2	-1.184100206817826	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000117834	SLC5A9	1.0936232040518041	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000118292	C1orf54	-2.287065405333917	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000120798	NR2C1	-0.7270980188074576	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000124103	FAM209A	-1.4561476085045806	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000127324	TSPAN8	2.300199115790912	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000127334	DYRK2	-1.0564738731075716	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000127561	SYNGR3	2.721148254864039	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000128656	CHN1	-0.6316510693536508	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000129422	MTUS1	1.4236201319073214	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000130829	DUSP9	-0.9703122395879972	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000132274	TRIM22	-0.5981720552517451	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000134901	KDELC1	-1.1168398542102045	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000144791	LIMD1	-1.2821785202465066	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000144834	TAGLN3	-0.6435693998522457	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000145246	ATP10D	-0.5917787156537497	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000145623	OSMR	-0.8304279629916264	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000147003	TMEM27	2.4022042913413233	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000147036	LANCL3	1.283434075579581	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000148690	FRA10AC1	-1.771573148950942	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000151322	NPAS3	-2.0029476522123346	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000156103	MMP16	1.351398142161172	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000157680	DGKI	-1.1207350220258616	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000159082	SYNJ1	-0.9741572451134717	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000160678	S100A1	-1.1069470988881966	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000164934	DCAF13	-0.900757769144621	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000166173	LARP6	-0.9342368855267266	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000166317	SYNPO2L	-1.7909924957261203	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000167157	PRRX2	-1.2881142650800208	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000168395	ING5	-0.7878077710077486	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000168646	AXIN2	-0.5850354914872753	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000169228	RAB24	-2.08897002889885	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000170382	LRRN2	-1.3132473440907506	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000173905	GOLIM4	-1.5789905914908107	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000178597	PSAPL1	-0.8583518827567761	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000178690	DYNAP	1.146087034774632	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000178764	ZHX2	-0.8136245485358891	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000178922	HYI	1.3750863172315122	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000180061	TMEM150B	-1.2562846977596869	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000182230	FAM153B	-0.6854234343414339	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000186310	NAP1L3	1.2854082313473076	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000186591	UBE2H	-1.7141417299141524	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000186652	PRG2	3.5399326131356466	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000188738	FSIP2	2.492853008273143	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000188906	LRRK2	-0.6577797886210193	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000196284	SUPT3H	1.4364285661353378	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000196578	OR5AC2	-1.179956840718759	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000198355	PIM3	2.0675095702932302	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000205808	PPAPDC2	-0.7925351487543515	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000213231	TCL1B	3.076424855540264	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000221986	MYBPHL	-1.8058072287970792	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000239388	ASB14	-1.9513312972334838	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000243137	PSG4	0.82583043638764	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000251655	PRB1	-0.096957297119684	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000260861	RP4-576H24.4	1.3715363371290414	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000261793	RP11-350O14.18	-3.296674484305048	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000269226	TMSB15B	-1.0721567469751496	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000275152	NA	-0.2911785616370941	0.05771917039279685	0.1277490250520526	non-significant
ENSG00000278845	NA	-0.7518824025253763	0.05771917039279685	0.1277490250520526	non-significant
OR10A1	NA	-0.37997828210320433	0.057687594070567054	0.1277490250520526	non-significant
ENSG00000068885	IFT80	2.5758195614575263	0.05895645234430232	0.13039467613086683	non-significant
ENSG00000114779	ABHD14B	-1.6230340582846456	0.05895645234430232	0.13039467613086683	non-significant
ENSG00000166960	CCDC178	-1.3813768042980592	0.05895645234430232	0.13039467613086683	non-significant
ENSG00000205726	ITSN1	-0.6229091058486685	0.05895645234430232	0.13039467613086683	non-significant
ENSG00000217128	FNIP1	-0.8636621231815053	0.05895645234430232	0.13039467613086683	non-significant
ENSG00000275395	NA	-0.9473732238611371	0.05895645234430232	0.13039467613086683	non-significant
ENSG00000007908	SELE	-1.3882351048725299	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000008323	PLEKHG6	-1.2062566429354131	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000018189	RUFY3	-1.0717852003251724	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000066379	ZNRD1	-1.64734757381803	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000066651	TRMT11	2.638131060262713	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000068438	FTSJ1	-1.6577464259887813	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000070610	GBA2	-1.45963182642447	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000079459	FDFT1	-1.1252243264014397	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000085415	SEH1L	-1.925669133271968	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000085514	PILRA	1.4734573375091127	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000090316	MAEA	-1.0359643376584171	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000100578	KIAA0586	1.2284918285288826	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000100982	PCIF1	-1.6395150300910653	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000103710	RASL12	-0.6249093865057946	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000110934	BIN2	-1.2529136435996366	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000118849	RARRES1	-1.5884451878157144	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000124374	PAIP2B	-1.0190671110344527	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000126882	FAM78A	-1.5168686107128106	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000128310	GALR3	-1.9749883091002034	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000129991	TNNI3	-0.6762518730336045	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000130119	GNL3L	-0.42609937783648433	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000130589	HELZ2	-2.120038687987194	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000131759	RARA	-1.0172301737701126	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000131914	LIN28A	-1.1799815162728524	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000132429	POPDC3	1.2811658066576068	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000132446	FTHL17	-0.8198424080493014	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000134216	CHIA	-0.8016740981374102	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000135697	BCMO1	2.2024655041575634	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000136573	BLK	-0.8000962984870572	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000136694	IL36A	1.5618886437108381	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000138696	BMPR1B	-1.2781666539063132	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000140465	CYP1A1	-1.516413224377819	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000140522	RLBP1	1.2947779822825467	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000141668	CBLN2	-0.9002397186834752	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000143486	EIF2D	-1.237106864177882	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000143921	ABCG8	-0.920153918425737	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000145194	ECE2	-1.0915175509989647	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000145414	NAF1	-1.6962410572481539	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000146414	SHPRH	-0.2764179072317843	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000146828	SLC12A9	-0.6672714552100099	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000148798	INA	-0.8049556749010419	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000149043	SYT8	-0.5365909590085507	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000152214	RIT2	-1.1562402199533564	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000152402	GUCY1A2	1.3184425549012457	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000154065	ANKRD29	-1.086351706231158	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000156671	SAMD8	-1.6138836381799209	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000157219	HTR5A	-0.7117134175421407	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000160013	PTGIR	-0.9706993473294536	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000162913	C1orf145	-1.5080768092989598	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000163382	APOA1BP	-1.130491877710146	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000163406	SLC15A2	1.2149518277154707	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000163681	SLMAP	-1.20793991516602	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000165304	MELK	-1.657039063980694	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000167515	TRAPPC2L	-0.6794397771661529	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000168995	SIGLEC7	-0.5412694601768855	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000170271	FAXDC2	-1.4083749901597147	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000170683	OR10A3	1.3769805454037405	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000172938	MRGPRD	-2.0080572590560584	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000173517	PEAK1	-0.4877051781627386	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000175664	TEX26	-2.313623552921322	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000180902	D2HGDH	-1.2005737125252403	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000181378	CCDC108	-1.9448424632526817	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000182645	CCDC172	-0.9634484059306185	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000183134	PTGDR2	-0.7353499256367767	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000183690	EFHC2	-1.84693197983224	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000185052	SLC24A3	3.057604683536933	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000185187	SIGIRR	-1.5340244421368308	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000185215	TNFAIP2	-1.2478662153899382	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000188338	SLC38A3	-0.6202907502805934	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000188917	TRMT2B	-2.221891657871737	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000188997	KCTD21	-1.5339391935912816	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000196455	PIK3R4	-0.9652642038680825	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000197961	ZNF121	1.4459419004561471	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000198759	EGFL6	1.443975551931491	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000219073	CELA3B	1.316606732293559	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000254536	RP11-108K14.8	-1.2148931031023966	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000256797	KLRF2	-1.1504421481851836	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000272196	HIST2H2AA3	-1.1709073380961716	0.06021603009704064	0.13196038167143345	non-significant
ENSG00000123595	RAB9A	1.280170350765927	0.06149747547197533	0.13468950550018965	non-significant
ENSG00000135502	SLC26A10	-1.2217486141328457	0.06149747547197533	0.13468950550018965	non-significant
ENSG00000160208	RRP1B	-0.7004495811576186	0.06149747547197533	0.13468950550018965	non-significant
ENSG00000164631	ZNF12	2.4406888191689955	0.06149747547197533	0.13468950550018965	non-significant
ENSG00000171476	HOPX	1.939399982515595	0.06149747547197533	0.13468950550018965	non-significant
ENSG00000001630	CYP51A1	-2.5681575409294837	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000006606	CCL26	-1.101686545268863	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000006652	IFRD1	2.2361235787545146	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000007944	MYLIP	0.993587558829011	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000009724	MASP2	-0.945091767714919	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000016391	CHDH	-0.822619900006967	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000056972	TRAF3IP2	3.48576660907726	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000059145	UNKL	-1.857730844419212	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000064102	ASUN	-0.9845630526920294	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000067064	IDI1	-0.8124905835957722	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000071189	SNX13	-1.1095167043586698	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000083817	ZNF416	2.766918349858908	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000086504	MRPL28	-1.5879239568449002	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000102189	EEA1	-0.740759827387111	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000110786	PTPN5	-0.8672119729876254	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000111254	AKAP3	2.649389680676503	0.06280105419930154	0.13626650354175288	non-significant
ENSG00000112309	B3GAT2	-0.7718075525403482	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000113532	ST8SIA4	-1.4550615667249476	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000113721	PDGFRB	-0.731487720897733	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000114744	COMMD2	-1.6895934752342572	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000117266	CDK18	-0.5556097604537986	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000119703	ZC2HC1C	2.402567109062757	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000122787	AKR1D1	-0.5561341345810259	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000124688	MAD2L1BP	-1.6841161306864298	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000125414	MYH2	-0.986068906439097	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000130383	FUT5	-1.2528594686086651	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000132128	LRRC41	-1.1384505270259886	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000132688	NES	-0.6726739824367104	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000135929	CYP27A1	-0.4286788294393361	0.06280178282535819	0.13626650354175288	non-significant
ENSG00000136099	PCDH8	2.4782300557857324	0.06280178282535819	0.13626650354175288	non-significant
